id,original_path,normalised_name_for_derived_work,sha256,size_bytes,archive_modified_at,topic,material_type,audience,language,priority_candidate,disposition,destination,concepts,custodial_owner,copyright_holder,licence_status,publication_status,provenance_status,execution_status,cell_count,code_cell_count,output_count,error_output_count,outputs_without_complete_execution_record,imports,source_urls,local_file_references,environment_mutation,network_or_external_data,filesystem_write_or_delete,rationale,rights_action
SRC-011,data/ancien/regression sur le prix des maisons par zone.ipynb,data-ancien-regression-sur-le-prix-des-maisons-par-zone.ipynb,79cb7529afddc04226997dac624978401525255e243a623c1e45f447fe4bb259,1620963,2026-07-17T00:54:28,End-to-end housing regression,legacy_notebook,mixed,French,P1,concepts_only,modules/integrated-case-study,DP-PIPE-01; DP-LIN-01; DP-MET-01; DP-FEAT-01,CSMI Data Processing course lead,unknown,unknown,quarantined,partial,not_executed_during_ingest,159,77,63,0,True,IPython; matplotlib; numpy; os; pandas; scipy; seaborn; six; sklearn; tarfile; warnings,https://github.com/ageron/handson-ml; https://github.com/vincentvigon/assets_ml; https://raw.githubusercontent.com/ageron/handson-ml/master/datasets/housing/housing.tgz,,False,True,False,"Closely follows the Hands-On Machine Learning housing example; do not republish code, data-fetch logic, or prose.","Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-012,data/ancien/stats descriptives.ipynb,data-ancien-stats-descriptives.ipynb,581c1db3ecd851c731cbe3b780fc1ecbf114d97e27232b5803d61cd957a341aa,417050,2026-07-17T00:54:58,Descriptive statistics and data cleaning,legacy_notebook,mixed,French,P0,mine_and_rewrite,modules/data-quality-and-eda,DP-QLT-02; DP-QLT-03; DP-QLT-04; DP-EDA-01,CSMI Data Processing course lead,unknown,unknown,quarantined,partial,not_executed_during_ingest,108,64,51,0,True,matplotlib; numpy; os; pandas; scipy; seaborn; sklearn,https://github.com/vincentvigon/assets_ml; http://www.randalolson.com/,dataframe/loan_data.csv; toto.csv; dataframe/iris-data-strange.csv,False,True,True,"Useful anomaly and cleaning exercises, but missing local files, a saved error, and unattributed examples prevent reuse.","Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-013,data/ancien/variantes d_architectures de réseaux de neurones.ipynb,data-ancien-variantes-d-architectures-de-reseaux-de-neurones.ipynb,648caee37ed4d863c6a003a5d82faea8322a64516cf9154fa336859ff5599da8,10581768,2026-07-17T00:55:16,Neural-network architecture variants,legacy_notebook,mixed,French,P3,defer_to_sciml,scientific-machine-learning-course,DP-NN-01; DP-DL-01,CSMI Data Processing course lead,unknown,unknown,quarantined,partial,not_executed_during_ingest,122,57,46,0,True,IPython; matplotlib; numpy; os; tensorflow,https://github.com/vincentvigon/assets_neurone; http://josephpcohen.com/w/visualizing-cnn-architectures-side-by-side-with-mxnet/; https://arxiv.org/abs/1409.4842; https://machinelearningmastery.com/batch-normalization-for-training-of-deep-neural-networks/; https://github.com/ducha-aiki/caffenet-benchmark/blob/master/batchnorm.md; https://www.dlology.com/blog/quick-guide-to-run-tensorboard-in-google-colab/; https://towardsdatascience.com/review-stochastic-depth-image-classification-a4e225807f4a; https://arxiv.org/pdf/1603.05027.pdf; https://towardsdatascience.com/neural-network-architectures-156e5bad51ba,,False,True,False,"Out of scope, very large, TensorFlow-dependent, and assembled from numerous external sources.","Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-014,data/avec jax/00-PROF = tenseurs.ipynb,data-avec-jax-00-prof-tenseurs.ipynb,8336bb7e6dff243ab45873922d486a9080d67574a562bb00789edb284024166c,71137,2026-07-16T22:52:10,JAX arrays and vectorisation,instructor_notebook,instructor,French,P2,split_and_rewrite,modules/optional-jax-bridge,DP-JAX-01; DP-JAX-03,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,87,38,31,0,True,jax; matplotlib; numpy,,,False,False,False,Retain a short optional bridge only; move framework mastery to Scientific Machine Learning.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-015,data/avec jax/10-PROF = auto-diff.ipynb,data-avec-jax-10-prof-auto-diff.ipynb,9df994f5bc77db970ec17d812c0bd03731fbf79d3a540751b26e35df9356f91d,200617,2026-07-16T23:10:18,Automatic differentiation,instructor_notebook,instructor,French,P2,split_and_rewrite,modules/optional-jax-bridge,DP-JAX-02,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,85,45,32,0,True,jax; matplotlib; numpy; tensorflow; torch,,,False,False,False,Useful optional bridge if reduced to gradient verification and independently rewritten.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-016,data/avec jax/20-PROF = descente de gradient et Adam.ipynb,data-avec-jax-20-prof-descente-de-gradient-et-adam.ipynb,b64adc4e1732390a62000123bb2a256d762d578eb257ff767255ae52dccd1555,1918537,2026-07-16T22:38:12,Gradient descent and Adam,instructor_notebook,instructor,French,P3,defer_to_sciml,scientific-machine-learning-course,DP-JAX-02; DP-NN-01,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,58,25,14,0,True,jax; matplotlib; optax; os,,,False,False,False,Optimiser internals exceed this course contract and belong with optimisation and Scientific Machine Learning.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-017,data/avec jax/30-PROF = créer un model.ipynb,data-avec-jax-30-prof-creer-un-model.ipynb,bb4626ef65ca1a28727a7d88da2d587c5ebe79d4fad18a465b5620a80bad8b48,305611,2026-07-16T23:14:56,Neural-network model construction,instructor_notebook,instructor,French,P3,defer_to_sciml,scientific-machine-learning-course,DP-NN-01,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,53,19,15,0,True,jax; matplotlib,,,False,False,False,Neural-network construction is explicitly deferred.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-018,data/avec jax/40-PROF = pytree.ipynb,data-avec-jax-40-prof-pytree.ipynb,1c3a764f8885f3bc831558c92042cdb261b9f8d0c9078ca92bb7fed42f2aa6e0,19726,2026-07-16T23:36:02,JAX PyTrees,instructor_notebook,instructor,French,P3,defer_to_sciml,scientific-machine-learning-course,DP-NN-02,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,55,31,21,0,True,jax,,,False,False,False,Framework-specific architecture belongs in Scientific Machine Learning.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-019,data/avec jax/50-PROF = entrainer un petit modèle à la main.ipynb,data-avec-jax-50-prof-entrainer-un-petit-modele-a-la-main.ipynb,aa27201a53a9733f11c7ee8f80f8a4e509849c86f852f5c7dcd8d571b98101f7,224781,2026-07-16T23:36:08,Manual JAX training loop,instructor_notebook,instructor,French,P3,defer_to_sciml,scientific-machine-learning-course,DP-NN-01; DP-NN-02,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,33,22,11,0,True,jax; matplotlib,,,False,False,False,Training-loop implementation is not required for the data-processing outcomes.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-020,data/avec jax/60-PROF = entrainer un gros modèle avec optax,data-avec-jax-60-prof-entrainer-un-gros-modele-avec-optax.ipynb,43abc1ba2d45381872d7d10c4f6af16bdad14d21fa2dffbfe4d842d68e348212,49339,2026-07-16T23:36:16,Optax training architecture,instructor_notebook,instructor,French,P3,defer_to_sciml,scientific-machine-learning-course,DP-NN-02,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,24,12,4,0,True,jax; matplotlib; optax,,,False,False,False,Extensionless notebook must first be renamed in derived material; content belongs in Scientific Machine Learning.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-021,data/avec jax/70-PROF = réglages des hyperparamètres.ipynb,data-avec-jax-70-prof-reglages-des-hyperparametres.ipynb,56730eab4e10c3ba649abef1e0374725c89ce3045c2146070852e01e7791e6cc,524997,2026-07-16T23:35:48,Hyperparameter optimisation and experiment state,instructor_notebook,instructor,French,P1,concepts_only,modules/evaluation/model-selection,DP-SEARCH-01; DP-CV-01; DP-OPS-01,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,49,24,11,0,False,dataclasses; datetime; hashlib; hyperopt; jax; matplotlib; numpy; optax; os; pickle; shutil; time; typing,,,False,False,True,"Retain search and experiment-design concepts, but replace the complex JAX, Hyperopt, pickle, and filesystem implementation.","Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-022,data/avec jax/75-PROF = cours = les losses de classification.ipynb,data-avec-jax-75-prof-cours-les-losses-de-classification.ipynb,ffd588927c48fb569287317c49fc8c1932cf9ecfb1e298bbd61b176acefef58a,33301,2026-07-16T23:57:40,Classification losses,instructor_notebook,instructor,French,P1,split_and_rewrite,modules/models/classification,DP-CLS-01; DP-MET-02; DP-NUM-01,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,67,18,14,0,True,dataclasses; jax; matplotlib; numpy; optax; os; pandas; pickle; shutil; tensorflow; time; typing,,,False,False,False,Core mathematics is valuable; rebuild with framework-neutral examples before the optional JAX bridge.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-023,data/avec jax/80-PROF = classification binaire des sentiments.ipynb,data-avec-jax-80-prof-classification-binaire-des-sentiments.ipynb,40acfd50ce70e4fc48d3b4e80778bae50bc1f329fdc54725cb245b79bb56e9fa,541303,2026-07-16T23:56:56,Binary sentiment classification,instructor_notebook,instructor,French,P3,defer_to_sciml,scientific-machine-learning-course,DP-NN-01; DP-DL-01,CSMI Data Processing course lead,unknown,unknown,quarantined,partial,not_executed_during_ingest,150,71,51,0,True,dataclasses; jax; keras; matplotlib; numpy; optax; os; pandas; pickle; shutil; sklearn; tensorflow; time; typing,https://drive.google.com/uc?export=view&id=19UwF49NvDNwl7NlyTkn_5WZl1bF9AL5P,,False,True,True,"Deep-learning case study has external data, TensorFlow and JAX dependencies, and is outside the course scope.","Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-024,data/avec jax/90-PROF = les classifications multiclasses.ipynb,data-avec-jax-90-prof-les-classifications-multiclasses.ipynb,7a379d312cf907ff1c9b1920a69ddd7a5b3ca71c4c76a900fdf3c644a6c5051c,3043820,2026-07-16T23:52:18,Multiclass classification with MNIST,instructor_notebook,instructor,French,P1,concepts_only,modules/models/classification,DP-CLS-01; DP-MET-02,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,152,91,59,0,True,dataclasses; jax; matplotlib; numpy; optax; os; pandas; pickle; shutil; sklearn; tensorflow; time; typing,,,False,False,True,"Reuse only softmax, cross-entropy, and multiclass metric concepts; neural-network training moves elsewhere.","Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-025,data/avec jax/100-PROF = rappel = études 2d.ipynb,data-avec-jax-100-prof-rappel-etudes-2d.ipynb,26a28336d976c39dd1a550689e2ee26970cae516c22a571100dc3126677ba66f,2471163,2026-07-16T23:56:36,Two-dimensional decision studies,instructor_notebook,instructor,French,P2,mine_and_rewrite,modules/optional-jax-bridge,DP-JAX-01; DP-JAX-02; DP-INT-01,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,115,69,51,0,True,jax; matplotlib; numpy; optax; os; sklearn,,,False,False,False,Selected visual diagnostics may inspire a smaller original bridge exercise.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-026,data/exam/exam 2023_2024/EXAM = classif_multi.ipynb,data-exam-exam-2023-2024-exam-classif-multi.ipynb,d0b4a33cba3c987dc04d0ce921d04ac475736c6c01bc1aa9717ec3fdbd9c1872,1364979,2024-05-12T13:39:36,Multiclass classification examination,examination,student,French,P1,private_assessment_reference,course-data-assessment/exam-bank,DP-CLS-01; DP-MET-02,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,68,26,21,0,True,matplotlib; numpy; os; pandas; sklearn; tensorflow; warnings,,,False,True,False,Historical assessment; keep private and use only as evidence for question design.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-027,data/exam/exam 2025_2026/PROF=Exam de data.ipynb,data-exam-exam-2025-2026-prof-exam-de-data.ipynb,5fffe9ff7af462f0efdb99e4c70d8aba39c2c55937b7b2f10689527b44cf465b,6350,2026-01-12T00:16:54,Code-refactoring examination brief,examination_brief,instructor,French,P2,private_assessment_reference,course-data-assessment/exam-bank,DP-REP-01; DP-TST-01; DP-JAX-01,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,14,1,0,0,False,,,,False,False,False,Current instructor assessment material must remain private and embargoed.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-028,data/exam/exam 2025_2026/correction de l_exam (classif_multi).ipynb,data-exam-exam-2025-2026-correction-de-l-exam-classif-multi.ipynb,dc5835f2de2733c3bc8cda3cb10d9479c7fbb3c080d000347aa05e5fdae84c1a,14110,2026-01-03T10:04:40,Multiclass examination solution,examination_solution,instructor,French,P1,private_assessment_reference,course-data-assessment/solutions,DP-CLS-01; DP-MET-02,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,19,15,6,0,False,dataclasses; jax; matplotlib; numpy; optax; os; pandas; pickle; shutil; tensorflow; time; typing,,,False,False,True,Solution content is private and cannot enter the public repository.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-029,data/exam/exam_anciens/2021_2022=exam de data.ipynb,data-exam-exam-anciens-2021-2022-exam-de-data.ipynb,1ba0136edb1723e142b5de624d6cc24a3ce5d3b2da3bc8992f8616425f0b8a83,4571,2022-05-08T23:00:32,Early-stopping examination,examination,student,French,P3,private_assessment_reference,course-data-assessment/exam-bank,DP-GEN-01; DP-NN-01,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,18,6,0,0,False,,,,False,False,False,Historical examination dominated by deferred neural-network content.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-030,data/exam/exam_anciens/2021_2022_COR_CSMI2.ipynb,data-exam-exam-anciens-2021-2022-cor-csmi2.ipynb,bb69ad864d2eeda5de2bc0b660450ad56941ebe5b5a52ebc5b3e4f618de51d6d,411306,2022-01-06T15:30:38,Apartment classification examination solution,examination_solution,instructor,French,P1,private_assessment_reference,course-data-assessment/solutions,DP-CLS-01; DP-MET-02,CSMI Data Processing course lead,unknown,unknown,quarantined,partial,not_executed_during_ingest,24,13,19,0,True,matplotlib; numpy; tensorflow,https://github.com/vincentvigon/assets_neurone.git,assets_neurone/data/quartierMelanges_test.csv; assets_neurone/data/quartierMelanges_siVar.csv,False,True,False,Contains solutions and external assets; keep private.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-031,data/exam/exam_anciens/2021_2022_CSMI2.ipynb,data-exam-exam-anciens-2021-2022-csmi2.ipynb,9544b40cdb638e8b2da1bceaa5244572ec683681a3e6473ed67c746a2b49189a,213058,2022-01-06T15:32:26,Apartment classification examination,examination,student,French,P1,private_assessment_reference,course-data-assessment/exam-bank,DP-CLS-01; DP-MET-02,CSMI Data Processing course lead,unknown,unknown,quarantined,partial,not_executed_during_ingest,17,8,7,0,False,matplotlib; numpy; tensorflow,https://github.com/vincentvigon/assets_neurone.git,assets_neurone/data/quartierMelanges_test.csv; assets_neurone/data/quartierMelanges_siVar.csv,False,True,False,Historical examination depends on an external asset repository and remains private.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-032,data/exam/exam_anciens/2021_2022_CSMI2_rattrapage_covid.ipynb,data-exam-exam-anciens-2021-2022-csmi2-rattrapage-covid.ipynb,ec178cbf655ad360caee58a2e09813107d66566d721db29a5858ff5b2ed59031,22186,2022-01-13T06:06:02,Darts classification resit examination,examination,student,French,P1,private_assessment_reference,course-data-assessment/exam-bank,DP-CLS-01; DP-MET-02,CSMI Data Processing course lead,unknown,unknown,quarantined,partial,not_executed_during_ingest,7,5,2,0,True,matplotlib; numpy; tensorflow,https://github.com/vincentvigon/assets_neurone.git,assets_neurone/data/flechette.csv,False,True,False,Historical resit depends on external data and remains private.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-033,data/exam/exam_anciens/2021_2022_DUAS.ipynb,data-exam-exam-anciens-2021-2022-duas.ipynb,9fd34cf0d3f653a8c7b4a9ac1b032bf4201d1af1c0d98f28e303bfed7cf13ec2,125052,2023-05-10T02:14:22,Optimisation and multiclass time-series examination,examination,student,French,P3,private_assessment_reference,course-data-assessment/exam-bank,DP-NN-01; DP-DL-01,CSMI Data Processing course lead,unknown,unknown,quarantined,partial,not_executed_during_ingest,32,20,5,0,True,IPython; datetime; matplotlib; numpy; os; pandas; seaborn; sklearn; tensorflow; time,https://storage.googleapis.com/tensorflow/tf-keras-datasets/jena_climate_2009_2016.csv.zip,,False,True,False,Historical assessment uses live TensorFlow data and mostly deferred content.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-034,data/exam/exam_anciens/80=frontière de decission.ipynb,data-exam-exam-anciens-80-frontiere-de-decission.ipynb,70344797889ced310a1be010ff5d036e65de32a86d56c653dcec999a1a15315e,2408650,2021-12-13T12:36:44,Classifier decision boundaries,exercise_notebook,mixed,French,P1,private_assessment_reference,course-data-assessment/question-bank,DP-CLS-01; DP-TREE-01; DP-INT-01,CSMI Data Processing course lead,unknown,unknown,quarantined,partial,not_executed_during_ingest,61,46,40,0,True,matplotlib; numpy; os; pandas; sklearn; tensorflow; warnings,https://github.com/vincentvigon/assets_ml,,False,True,False,"Useful visual question pattern, but provenance and external assets require a new private implementation.","Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
SRC-035,data/exam/exam_anciens/Fourier_series_synthesis_Ufaz.ipynb,data-exam-exam-anciens-fourier-series-synthesis-ufaz.ipynb,21683d97d40697ea9ec5f46f656067fc4ded2b2e9a33e79d5b4808551c94a261,9886,2021-09-01T15:38:48,Fourier-series synthesis,examination,student,English,P3,archive_out_of_scope,archive/raw,,CSMI Data Processing course lead,unknown,unknown,quarantined,unknown,not_executed_during_ingest,38,11,1,0,True,IPython; matplotlib; numpy,,,False,False,False,Not part of the Data Processing course contract.,"Reuse concepts only; create original English text, code, exercises, and figures unless written permission is recorded."
